season,episode,first_bet,multiplicator,bonus,lars_fish,florentin_fish,lars_bet,florentin_bet,result
1,1,f,1,2,0,0,23,7,236
1,1,l,1,0,0,0,189,32082,3689
1,1,l,1,0,0,0,12,180,212
1,1,f,1,0,0,0,15000,71,59
1,1,l,2,0,0,1,17,518,507
1,1,f,1,0,0,0,7,2,14
1,1,l,1,0,0,0,7,31,50
1,1,f,1,0,0,0,22,1,236
1,1,f,2,0,1,0,963,1039,4623
1,1,f,1,0,0,0,4,49,62
1,2,l,1,0,0,0,32,23,60
1,2,l,1,0,0,0,33,4,8
1,2,f,1,0,0,0,66,2374,24549
1,2,l,1,0,0,0,190,70,8
1,2,l,1,0,0,0,650,209,55
1,2,f,1,0,0,0,301,7,24
1,2,l,1,0,0,0,80,104,338
1,2,f,2,0,1,0,43,1,61
1,2,l,1,0,0,0,9,5,18
1,2,l,2,0,0,1,333,79,269
1,2,f,1,0,0,0,66,296,889
1,2,l,1,0,0,0,199,404,770
1,2,f,1,0,0,0,19,38,90
1,3,l,1,0,0,0,7,17,1093
1,3,l,1,0,0,0,6,2,10
1,3,f,1,0,0,0,33,83,43
1,3,f,2,0,1,0,5,12,329
1,3,f,1,0,0,0,128,909,22
1,3,l,1,0,0,0,1001,2103,249
1,3,f,1,0,0,0,29,20,102
1,3,l,1,0,0,0,104,1004,117
1,3,f,1,0,0,0,14,38,295
1,3,l,1,0,0,0,11,5,25
1,3,l,1,0,0,1,3000,13488,1311
1,4,f,1,0,0,0,523,63,30
1,4,l,1,0,0,0,23,109,521
1,4,f,1,0,0,0,46,208,769
1,4,l,1,0,0,0,200,686,324
1,4,f,2,0,1,0,66,5,353
1,4,l,1,0,0,0,19,90,30
1,4,l,1,0,0,0,100,7,8
1,4,l,1,2,0,1,49,99,294
1,4,f,1,0,0,0,11,2,7
1,4,l,1,0,0,0,13,16,60
1,4,f,1,0,0,0,230,82,85
1,4,l,1,0,0,0,33,6,35
1,4,f,1,0,0,0,5,0,72
1,5,l,1,0,0,0,66,17,10
1,5,f,1,0,0,0,12,4,17
1,5,l,1,0,0,0,20,10,114
1,5,f,1,0,0,0,5,38,51
1,5,l,2,0,0,0,61,22,108
1,5,l,2,0,0,1,22,133,95
1,5,l,1,0,0,0,11,41,17
1,5,f,1,0,0,0,16,4,24
1,5,f,1,0,0,0,1000,508,10315
1,5,l,1,0,0,0,38,272,1579
1,5,f,1,0,0,0,19,370,10
1,5,f,1,0,0,0,400,12803,3735
1,5,l,1,0,0,0,38,8,38
1,5,f,1,0,1,0,100,2709,9404
1,6,l,1,0,0,0,22,67,274
1,6,f,1,0,0,0,100,3,467
1,6,l,1,0,0,0,10000,1001,1631
1,6,f,1,0,0,0,736,74,70
1,6,l,1,0,0,0,102,609,20
1,6,f,2,0,0,0,23,14,76
1,6,l,1,0,0,0,61,29,92
1,6,f,1,0,0,0,51,443,49
1,6,l,1,0,0,0,20,9,37
1,6,f,1,0,0,0,99000,383712,468
1,6,l,1,0,0,0,222,11,58
1,6,f,1,0,0,0,19,54,15
1,6,l,4,0,1,1,38,60,17
1,6,f,1,0,0,0,236,16,76
1,6,l,1,0,0,0,11,3,307
1,6,f,1,0,0,0,333,841,423
1,7,l,1,0,0,0,100,211,9
1,7,f,1,0,0,0,44,976,6745
1,7,l,1,0,0,0,26,7,26
1,7,f,1,2,0,0,301,577,457
1,7,l,1,0,0,0,99,19,12
1,7,f,1,0,0,0,56,31,68
1,7,l,2,0,0,1,1111,812,15
1,7,f,1,0,0,0,12,3,5
1,7,l,1,0,0,0,65,104,788
1,7,l,1,0,0,0,100,399,63
1,7,f,1,0,0,0,330,77,320
1,7,l,1,0,0,0,23,14,11
1,7,f,2,0,1,0,1203,617,121
1,8,l,1,0,0,0,30,89,1575
1,8,f,1,0,0,0,1000,209,19
1,8,l,1,0,0,0,4,7,335
1,8,f,1,0,0,0,56,311,8
1,8,l,1,0,0,0,38,8,108
1,8,f,1,0,0,0,12,45,39
1,8,l,1,0,0,0,23,70,28
1,8,f,1,0,0,0,44,123,20
1,8,l,1,0,0,0,303,2809,18
1,8,f,1,0,0,0,30000000,315,7
1,8,l,2,0,1,0,5,1,9
1,8,f,1,0,0,0,1000,18404,48
1,8,l,1,0,0,0,1,14,147
1,8,f,1,0,0,0,1000,308,15608
1,8,f,1,0,0,1,8,17,156
1,9,f,1,0,0,0,100,1376,91
1,9,l,1,0,0,0,33,808,85
1,9,f,1,0,0,0,26,7,24
1,9,l,2,0,0,0,300,5322,56
1,9,f,1,0,0,0,11,38,2446
1,9,l,2,0,0,0,100,16,558
1,9,f,1,0,0,0,8,232,0
1,9,f,2,0,1,0,89,46,72
1,9,l,1,0,0,0,6,89,43
1,9,l,1,2,0,1,99,5933,30663
1,9,f,1,0,0,0,3333,416,535
1,9,l,1,0,0,0,101,717,494
1,9,f,1,0,0,0,38,2,34
1,9,l,1,0,0,0,50,100,75
1,9,f,1,0,0,0,66,119,69
1,9,l,1,0,0,0,129,58,295
1,9,f,1,0,0,0,26,25,68
1,10,f,1,0,0,0,303,41,58
1,10,l,1,0,0,0,113,17,14
1,10,l,1,0,0,0,16,3,21
1,10,f,1,0,0,0,412,97,134010
1,10,l,1,0,0,0,99,1717,716
1,10,f,1,0,0,0,33,8,32
1,10,l,1,0,0,0,22,246,2171
1,10,l,1,2,0,1,100,4875,12
1,10,f,1,0,0,0,10523,498,1721
1,10,l,1,0,0,0,11,151,267
1,10,f,2,0,1,0,124,709,7
1,10,l,1,0,0,0,36,998,3
1,10,l,1,0,0,0,100000,14007,454
1,10,l,1,0,0,0,11,211,85
1,10,f,1,0,0,0,11,10,15
1,11,f,1,0,0,0,166,18,36
1,11,l,1,0,0,0,1111,373,2
1,11,f,1,0,0,0,404,99,174
1,11,f,2,0,0,0,1000,7,236
1,11,l,1,0,0,0,74,802,84
1,11,l,1,0,0,0,300,2821,7104
1,11,f,1,0,0,0,66,12,405
1,11,f,1,0,0,0,1064,64868,2062
1,11,l,1,0,0,0,69,8,8
1,11,f,1,0,0,0,99,18,35
1,11,l,1,0,0,0,100,767,585
1,11,f,2,0,1,0,26,191,88
1,11,l,2,0,0,1,17,88,6
1,11,f,1,0,0,0,7,16,72
1,11,l,1,0,0,0,9,3,94
1,12,f,1,0,0,0,13,3,320
1,12,l,1,0,0,0,100,19,33
1,12,l,1,0,0,0,222,408,84
1,12,f,2,0,0,0,11,9,122
1,12,l,1,0,0,0,23,604,5202
1,12,f,1,0,0,0,33,182,20
1,12,l,1,0,0,0,99,801,39
1,12,f,1,0,0,0,29,8,18
1,12,l,1,0,0,0,333,1830,130
1,12,f,1,0,0,0,38,5,1
1,12,f,1,0,0,0,123,49,80
1,12,l,1,0,0,0,8,20,10
1,12,f,2,0,1,0,56,90,23
1,12,l,1,0,0,0,5,27,15
1,12,f,1,0,0,0,13,5,8
1,12,l,1,0,0,0,5,14,18
1,12,f,1,0,0,1,2500,207,97
1,13,f,1,0,0,0,66,4,32
1,13,l,1,0,0,0,18,5,27
1,13,l,1,0,0,0,100,20,19
1,13,f,4,0,0,1,33,107,8
1,13,l,1,0,0,0,26,89,217
1,13,f,1,0,0,0,100,29,196
1,13,l,1,0,0,0,9,43,589
1,13,f,1,0,0,0,50,2861,497
1,13,l,1,0,0,0,3,200,17
1,13,f,1,0,0,0,16,51,2
1,13,l,1,0,0,0,14,130,15
1,13,f,2,0,1,0,133,53,5806
1,13,l,1,0,0,0,3,809,70
1,13,f,1,0,0,0,30000,17,16
1,14,f,1,0,0,0,10223,768,7812
1,14,l,1,0,0,0,383,83,18
1,14,f,1,0,0,0,3121,807,368
1,14,f,1,0,0,0,1000,16,11
1,14,f,1,0,0,0,16,3,18
1,14,l,1,0,0,0,20,317,6
1,14,f,1,0,0,0,300,4878,994
1,14,l,1,0,0,0,33,9,3336
1,14,l,1,2,0,1,16,890,2118
1,14,f,1,0,0,0,11,73,1
1,14,l,1,0,0,0,1000,5,104
1,14,l,1,0,0,0,9,1,7
1,14,f,2,0,1,0,27,50,515
1,15,l,1,0,0,0,27,13,21
1,15,f,1,0,0,0,500,2,31
1,15,l,1,0,0,0,55,7,31
1,15,l,1,0,0,0,76,0,123
1,15,f,2,2,0,0,145,638,149
1,15,l,1,0,0,0,1,41,112
1,15,f,1,0,0,0,13,89,5261
1,15,l,1,0,0,0,20000,911,1814
1,15,l,2,0,0,1,10666,4811,356032
1,15,l,1,0,0,0,666,9,37
1,15,f,1,0,0,0,333,412,465
1,15,f,2,0,1,0,13,40,28
1,15,l,1,0,0,0,11,133,445
1,15,f,1,0,0,0,77,8,91
1,15,f,1,0,0,0,133,4,5
1,15,l,1,0,0,0,139,39,77
1,15,f,1,0,0,0,99,30,20
1,16,l,1,0,0,0,430,1308,80
1,16,f,1,0,0,0,188,9,124
1,16,l,1,0,0,0,99,11,1442
1,16,l,1,2,0,1,89,209,35
1,16,f,1,0,0,0,33,34,683
1,16,l,1,0,0,0,12,302,252
1,16,f,1,0,0,0,14,41,8
1,16,l,1,0,0,0,100,6,9
1,16,f,2,2,1,0,120,893,546
1,16,l,1,0,0,0,50,15,15
1,16,f,1,0,0,0,20,101,261
1,16,l,1,0,0,0,55,25,99
1,16,f,2,0,0,0,600,911,84
1,16,l,1,0,0,0,27,86,4
1,16,l,1,0,0,0,3000,1709,5426
1,16,f,1,0,0,0,100,99,4
2,1,l,1,0,0,0,4,8,1203
2,1,f,1,0,0,0,99,31,1605
2,1,l,1,0,0,0,11,97,142
2,1,l,1,0,0,0,63,9,4
2,1,f,1,2,0,0,100,688,104
2,1,f,1,0,0,0,50,23,188
2,1,l,1,0,0,0,77,1204,10
2,1,f,1,0,0,0,12,204,3
2,1,l,1,0,0,0,168,5,159
2,1,f,1,0,0,0,33,2769,18
2,1,f,2,0,1,0,300,12,39
2,1,l,1,0,0,1,11,21,215
2,2,l,1,0,0,0,67,7,5
2,2,f,1,0,0,0,18,3,9
2,2,l,1,0,0,0,222,19,87
2,2,f,1,0,0,0,81,207,163
2,2,l,1,0,0,0,200,3960,102
2,2,l,1,2,0,1,8,14,51
2,2,f,1,0,0,0,63,8,64
2,2,l,1,0,0,0,3,27,151
2,2,f,2,0,1,0,33,101,2
2,2,l,1,0,0,0,1111,481,701991
2,2,f,1,2,0,0,679,3706,1684
2,2,l,1,0,0,0,333,2550,30243
2,3,l,1,0,0,0,9,16,21
2,3,f,1,0,0,0,100,6809,1795
2,3,l,1,0,0,0,96,808,0
2,3,f,1,0,0,0,33,106,7
2,3,l,1,0,0,0,3,29,10
2,3,f,1,2,0,0,17,9,72
2,3,l,1,0,0,0,111,2307,338
2,3,f,1,0,0,0,18,103,447
2,3,l,2,0,0,1,31,16,62
2,3,f,1,0,0,0,1100,17,5
2,3,l,1,0,0,0,14,499,3
2,3,f,1,0,0,0,11,4,9
2,3,l,1,0,0,0,66,21,26
2,3,f,1,0,0,0,8,34,74
2,3,f,1,0,0,0,16,1809,52
2,3,f,1,2,1,0,33,5,76
2,3,l,1,0,0,0,2,49,3
2,3,f,1,0,0,0,330,20,499
2,4,f,1,0,0,0,221,1309,386
2,4,l,1,0,0,0,311,89,491
2,4,f,1,0,0,0,67,17,18
2,4,f,1,0,0,0,13,88,7
2,4,l,1,0,0,0,100,17399,587
2,4,f,1,0,0,0,44,97,199
2,4,l,1,0,0,0,3,24,71
2,4,f,1,2,0,0,9,2,4
2,4,l,1,0,0,0,13,1,2
2,4,f,2,0,1,0,66,20,4
2,4,l,1,0,0,0,26,6,11
2,4,f,1,0,0,0,33,12,47
2,4,f,1,0,0,0,120,290,110
2,4,f,1,0,0,0,43,619,187
2,4,l,1,0,0,1,4,263,18
2,5,f,1,0,0,0,13,4,13
2,5,l,1,0,0,0,1000,38,183
2,5,l,1,0,0,0,1914,813,38769
2,5,f,1,0,0,0,13,6,23
2,5,l,1,0,0,0,300,11900,70620
2,5,l,1,0,0,0,44,798,3302
2,5,l,1,2,0,1,33,91,18
2,5,f,1,0,0,0,99,171,1458
2,5,l,1,0,0,0,10,85,39
2,5,f,1,0,0,0,238,77,11
2,5,l,2,0,1,0,66,409,9
2,5,f,1,0,0,0,10222,683,1345
2,5,f,1,0,0,0,260,501,624
2,5,l,1,0,0,0,6667,110,337
2,5,f,1,0,0,0,123,466,32
2,5,l,1,0,0,0,88,8,20
2,5,l,1,0,0,0,2,37,30
2,6,l,1,1,0,0,33,12,58
2,6,f,1,0,0,0,3690,11401,87548
2,6,l,1,0,0,0,830,83,499
2,6,f,2,0,0,0,1000,217,1746
2,6,l,1,0,0,0,200,37,86
2,6,f,1,0,0,0,34,209,19
2,6,f,1,0,0,0,730,499,1664
2,6,l,1,0,0,0,12,134,4
2,6,f,1,0,0,0,100,307,1053
2,6,l,1,0,0,0,217,26,25
2,6,f,1,0,0,0,66,167,37
2,6,f,1,0,0,0,9,17,96
2,6,f,1,2,1,0,18,21,442
2,6,l,1,0,0,0,26,13,45
2,6,l,1,0,0,1,129,62,162
2,7,l,1,0,0,0,258,84,178
2,7,f,1,0,0,0,86,1703,85
2,7,l,1,2,0,0,48,5,34
2,7,l,1,0,0,0,230,29,59
2,7,f,1,0,0,0,66,2819,159111
2,7,l,1,0,0,0,8,76,30
2,7,f,1,0,0,0,12,23,167
2,7,l,1,0,0,0,200,40,30
2,7,f,1,0,0,0,666,380,606
2,7,l,1,2,0,1,18,54,10
2,7,f,1,0,0,0,16,6,31
2,7,l,1,0,0,0,149,49,91
2,7,f,2,0,1,0,111,47,125
2,7,l,1,0,0,0,188,1816,62
2,7,f,1,0,0,0,69,12,201
2,8,l,1,0,0,0,180,14,11
2,8,f,1,0,0,0,1126,524,10692
2,8,f,1,0,0,0,23,10,36
2,8,f,1,0,0,0,18,207,5
2,8,f,1,2,0,0,6000,2409,9585
2,8,l,1,1,0,0,13,81,51
2,8,f,1,0,0,0,36,1407,16
2,8,l,1,0,0,0,6666,570,442425
2,8,l,1,0,0,0,1024,20002,24
2,8,f,1,0,0,0,16,96,32
2,8,f,2,0,1,0,18000,5806,161
2,8,f,1,0,0,0,3,28,15
2,8,l,1,0,0,0,300,84716,1719
2,8,f,1,0,0,0,8,15,8171
2,8,l,1,0,0,1,12,62,19
2,9,f,1,0,0,0,67,22,57
2,9,l,1,0,0,0,2000,51,94
2,9,f,1,0,0,0,506,119,120
2,9,l,1,0,0,0,100,6804,377
2,9,f,1,0,0,0,10000,937,15
2,9,l,1,0,0,0,13,80,257
2,9,l,1,2,0,1,2734,555,415163
2,9,f,1,0,0,0,66,8,87
2,9,l,1,0,0,0,3,49,11
2,9,f,1,0,0,0,8,27,2
2,9,f,1,0,0,0,198,48,263
2,9,l,1,0,0,0,1000,16409,1178
2,9,f,1,0,0,0,396,708,1
2,9,f,1,0,1,0,70,309,620
2,10,l,1,0,0,0,301,109,303
2,10,f,1,2,0,0,126,1380,39840
2,10,l,1,0,0,0,404,163,16
2,10,l,1,0,0,0,100,2811,126
2,10,l,1,0,0,0,65,14,171
2,10,l,1,0,0,0,28711,100111,10099
2,10,l,1,0,0,0,66,7,79
2,10,f,1,0,0,0,9,201,2028
2,10,f,1,2,1,0,111,78,156
2,10,l,1,0,0,0,228906,128906,29
2,10,f,1,0,0,0,3,6,9
2,10,l,1,0,0,0,13,34,298
2,10,f,1,0,0,0,3000,961,1953
2,10,l,1,0,0,0,101,707,229
2,10,f,1,0,0,0,6,4,17
2,10,l,2,0,0,1,20,10,36
2,10,l,1,0,0,0,8,251,5
2,11,l,1,0,0,0,18,65,264
2,11,l,1,0,0,0,18,180,40
2,11,f,1,0,0,0,69,1427,1075
2,11,f,1,0,0,0,101,4,52320
2,11,l,1,0,0,0,999,17809,13612
2,11,f,1,2,0,0,400,6311,1114
2,11,l,1,0,0,0,33,607,51
2,11,f,1,0,0,0,66,207,32
2,11,l,1,0,0,0,2966,797,3066
2,11,l,1,0,0,0,333,18,51
2,11,f,1,0,0,0,3126000,857303,520165
2,11,l,1,0,0,0,12,103,44
2,11,l,2,0,0,1,40001,4001,62
2,11,f,1,0,0,0,19,212,4355
2,11,f,1,0,0,0,109,427,2374
2,11,f,1,0,1,0,28,89,96
2,12,f,1,0,0,0,103,507,48
2,12,l,1,0,0,0,7,29,7
2,12,l,1,0,0,0,13,189,8
2,12,f,1,0,0,0,21,9,261
2,12,f,1,0,0,0,5,12,13022
2,12,l,1,0,0,0,38,633,18
2,12,l,1,2,0,1,66,17,954
2,12,f,1,0,0,0,363,109,88
2,12,f,1,0,0,0,19,124,61
2,12,l,1,0,0,0,56617,19817,28
2,12,f,1,0,0,0,8,56,198
2,12,f,1,0,0,0,26003,18900,810
2,12,l,1,0,0,0,4,23,31
2,12,f,1,0,0,0,166,9,52
2,12,l,1,0,0,0,16000,4760,51
2,12,f,1,0,0,0,126,38,91
2,12,l,1,0,0,0,30000,1468007,931859
2,12,f,2,0,1,0,11,10,114
2,12,l,1,0,0,0,8,43,27
2,13,l,1,0,0,0,34,219,79
2,13,f,1,0,0,0,14,37,311
2,13,l,1,0,0,0,11,114,44
2,13,f,1,0,0,0,7,3,28
2,13,l,1,0,0,0,33,61,94
2,13,f,1,0,0,0,1024,555,4700
2,13,f,2,0,0,0,1,1819,285
2,13,l,1,0,0,0,66,4706,32
2,13,f,1,0,0,0,6981,14209,8
2,13,l,1,0,0,0,13,82,55
2,13,f,1,0,0,0,108,11,202
2,13,f,1,0,0,0,78,17,788
2,13,l,1,0,0,0,100,693,141
2,13,f,1,0,0,0,14,60,120
2,13,l,1,0,0,1,26,104,213
2,13,f,2,0,1,0,50,817,2813
2,13,l,1,0,0,0,26,73,1
2,13,l,1,0,0,0,18,6,15
2,14,l,1,0,0,0,22,63,412
2,14,f,1,0,0,0,1026,8011,497
2,14,l,1,0,0,0,13,40,12
2,14,f,1,0,0,0,9999,86904,155137
2,14,l,1,0,0,0,8,122,22
2,14,f,1,0,0,0,31,811,1560289
2,14,l,1,0,0,0,27,6,1
2,14,l,1,0,0,0,120,21,33
2,14,f,1,0,0,0,77,1480,174405
2,14,f,1,0,0,0,17,181,9
2,14,f,1,0,1,0,33000,2008,3
2,14,l,2,2,0,1,5000,122044,21000
2,14,f,1,0,0,0,1000000,61,1186
2,15,f,1,0,0,0,112,808,6
2,15,l,1,0,0,0,201,53,99
2,15,f,1,0,0,0,66,1311,447284
2,15,l,1,0,0,0,18,71,23
2,15,f,1,2,0,0,399,208,584
2,15,l,1,0,0,0,122,22,14
2,15,f,1,0,0,0,8,3,230089
2,15,l,1,0,0,0,26,10,51
2,15,f,1,0,0,0,333,97,335
2,15,l,1,0,0,0,11,5,2
2,15,f,1,0,0,0,1024,190,1264917
2,15,l,1,0,0,0,99,407,187
2,15,l,1,0,0,1,3,8,91
2,15,f,1,0,0,0,6,2,126
2,15,l,1,0,0,0,346,2380,208
2,15,f,2,0,1,0,67,28,95
2,16,f,1,0,0,0,18,4,162
2,16,l,1,0,0,0,11,6,1686717
2,16,f,1,0,0,0,8,28,15
2,16,l,1,0,0,0,96,27,100
2,16,f,1,2,0,0,333,811,37
2,16,l,1,0,0,0,26,10,29
2,16,f,1,0,0,0,7,43,1881
2,16,l,1,0,0,0,44,21,3
2,16,f,1,0,0,0,888887,437811,11801788
2,16,l,1,0,0,0,19,108,341
2,16,l,1,0,0,0,180,328,87
2,16,f,1,0,0,0,7,28,16
2,16,l,1,0,0,0,99,219,13933
2,16,f,1,0,0,0,66,401,174
2,16,l,2,0,0,0,16000,2716,252206
2,16,f,1,0,0,0,3,300008,17
2,16,f,1,0,0,0,1,20,6
2,16,l,1,0,0,0,36,103,29
2,16,l,1,0,0,0,38000000,319,4714
2,16,l,1,0,1,0,26,5,0
2,16,f,1,0,0,0,48,9,7
2,16,f,1,1,0,1,222,48,1358
2,17,l,1,0,0,0,26,311,7
2,17,f,1,0,0,0,333,1833009,42231
2,17,l,1,0,0,0,12,9,42
2,17,f,1,0,0,0,22,100,13
2,17,l,1,0,0,0,3333,1317,906898
2,17,f,1,0,0,0,690,63800,390
2,17,l,1,0,0,0,11,19,38
2,17,f,1,2,0,1,3000,999,150
2,17,l,1,0,0,0,211,109,1309
2,17,l,1,0,0,0,123,1707,1822
2,17,l,2,0,1,0,99,77,6
2,17,f,1,0,0,0,8,31,36
2,17,l,1,0,0,0,9911,38900,1139016
2,17,f,1,0,0,0,334,11901,1234239
2,17,l,2,0,0,0,4,9,26
2,18,l,1,0,0,0,119,908,776
2,18,f,1,0,0,0,333,2404,1756
2,18,l,1,0,0,0,56,312,32
2,18,f,1,0,0,0,19,473,55
2,18,f,1,0,0,0,68,6,7
2,18,l,1,0,0,0,99,27,96
2,18,l,1,0,0,0,13,87,971
2,18,f,1,0,0,0,111,273,9
2,18,l,1,0,0,0,26,12,17
2,18,f,1,0,0,0,100,19,457
2,18,l,1,0,0,0,33,136,10
2,18,f,2,0,0,1,66,18,76
2,18,l,1,0,0,0,16000,1008,40857
2,18,f,1,0,0,0,4800,49,49
2,18,l,1,0,1,0,46,108,264
2,19,f,1,0,0,0,8,28,736
2,19,l,1,0,0,0,11,4,3
2,19,f,1,0,0,0,527,1119,471
2,19,l,1,0,0,0,38,6,5056
2,19,f,1,2,0,0,7,20,466
2,19,l,1,0,0,0,2222,817,2339
2,19,f,1,0,0,0,22,9,2060
2,19,l,1,0,0,0,119,31,221
2,19,f,1,0,0,0,333,79,426
2,19,l,1,0,0,0,613,3500,960
2,19,f,1,0,0,0,44,304,61
2,19,l,1,0,0,0,119,2726,271
2,19,l,1,0,0,0,87,19,2867085
2,19,f,1,0,0,0,68,25,14493
2,19,f,1,2,0,1,500,1008,16
2,19,l,1,0,1,0,11,20,12985
2,20,l,1,2,0,0,34,16,35
2,20,f,1,0,0,0,11,178,191
2,20,f,1,0,0,0,100,9,41
2,20,l,1,0,0,0,36,4,10
2,20,l,1,0,0,0,10999,6104,12
2,20,l,4,0,1,0,33,7,144
2,20,f,1,0,0,0,16,20,91
2,20,l,1,0,0,0,79,19,284
2,20,f,1,0,0,0,42,12,39
2,20,l,1,0,0,0,54,22,753
2,20,f,1,0,0,0,9,343,43
2,20,l,1,0,0,0,55,8,49
2,20,l,1,0,0,1,69,54,536
2,21,f,1,0,0,0,12,200,887
2,21,l,1,0,0,0,88,24,90
2,21,f,1,0,0,0,6,71,25
2,21,f,1,2,0,0,100,3780,5245
2,21,f,1,0,0,0,99,43,12
2,21,f,1,0,0,0,89,953,114
2,21,f,1,0,0,0,26,5,19
2,21,l,1,2,1,0,2222,6700,50
2,21,f,1,0,0,0,767,21700,3165
2,21,l,1,0,0,0,66,130,12159
2,21,f,1,0,0,0,3,9,16
2,21,l,2,0,0,0,47,2177,219
2,21,f,1,0,0,0,9,7,215
2,21,f,1,0,0,1,33,95,52
2,22,f,1,0,0,1,50,21,19
2,22,l,1,0,0,0,34,714,103
2,22,f,1,0,0,0,3,114,36
2,22,l,1,0,0,0,196,46,7
2,22,f,1,0,0,0,16,109,92
2,22,l,1,0,0,0,9,18,388
2,22,l,1,0,0,0,99,3,174
2,22,f,1,0,0,0,100,16808,9867
2,22,l,1,0,0,0,68,890,513
2,22,f,1,0,0,0,13,159,4
2,22,l,1,2,1,0,1024,4728,10331
2,23,l,1,0,0,0,43,17,42
2,23,f,1,1,0,0,98,217,53
2,23,l,1,0,0,0,967,16928,3186825
2,23,f,1,0,0,0,33,3,164
2,23,l,1,2,1,0,429,270,505
2,23,f,1,0,0,0,8,50,1889
2,23,l,1,0,0,0,14,36,19
2,23,l,1,0,0,0,666,1309,22
2,23,f,1,0,0,0,8999,98,736
2,23,f,1,2,0,1,10000,158,9335
2,23,f,1,0,0,0,193000,14,108
2,23,l,1,0,0,0,7630,868411,2397055
2,23,f,1,0,0,0,1,11,7
2,24,l,1,0,0,0,16000,816,513
2,24,f,1,0,0,0,3609,704,58
2,24,l,1,0,0,0,87,141,74
2,24,f,1,0,0,0,1024,460,47
2,24,l,1,0,0,0,26,15,50
2,24,l,1,0,0,0,2000,28611,1837
2,24,l,1,2,1,0,79,116,109
2,24,f,1,0,0,0,260,26,100
2,24,l,1,0,0,0,6660,886000,1047293
2,24,f,1,0,0,0,6917,16,14
2,24,l,1,0,0,0,116,606,4
2,24,f,1,2,0,0,66,1390,148085
2,24,l,1,0,0,1,9,2,7
2,25,f,1,0,0,0,22,71,95
2,25,l,1,0,0,0,300,17,0
2,25,f,1,0,0,0,67,788,2846
2,25,l,1,0,0,0,116,5,8
2,25,f,1,0,0,0,2000000,892711,3288393
2,25,l,1,0,0,0,3,9,17
2,25,f,1,0,0,0,796,3704,52
2,25,f,1,0,0,0,34,10,64
2,25,l,2,0,1,0,26,11,223
2,25,f,1,0,0,0,196,39,206
2,25,l,1,0,0,0,30000,180604,5456
2,25,f,1,0,0,0,11000,206,314
2,25,l,1,0,0,0,2000,6809,1079572
2,25,f,1,0,0,1,66,104,42
2,26,l,1,0,0,0,46,83,27
2,26,f,1,0,0,0,5000,2870,59651
2,26,l,1,1,0,0,44,5,321
2,26,f,1,0,0,0,260,90,67963
2,26,l,1,0,0,0,18,172,69
2,26,f,1,0,0,0,18,65,322
2,26,f,1,0,0,0,96,31,448
2,26,l,1,0,0,0,13000,280004,79
2,26,f,1,0,0,0,36000,2000000,15523
2,26,f,1,0,0,0,33,12,59
2,26,l,1,0,0,0,1600,770,2690
2,26,f,1,0,0,0,66,770,107
2,26,f,1,0,1,0,58,27,1498
2,26,f,1,0,0,0,3,17,63
2,26,l,1,0,0,0,16,23,116
2,26,f,1,0,0,1,30,179,403
2,27,l,1,0,0,0,50000,1707,237
2,27,f,1,0,0,0,8,448,158
2,27,l,1,0,0,0,87,31,845
2,27,f,1,0,0,0,500,20,306
2,27,l,1,0,0,0,46,5,80
2,27,f,1,0,0,0,4470,447,129802
2,27,l,1,0,0,0,16000,4004,771406
2,27,l,1,0,0,0,18,81,1888
2,27,l,1,0,1,0,100000,27807,212
